,isbn10,authors,title,category_id,lang,year,rating-avg,category_name
178600,1543699316,"[36426, 36427]",Los Ojos Del Centinela / the Eyes of the Sentinel,350,es,2018,,Horror
178601,1522668802,"[36166, 32817]",314,350,en,2016,3.53,Horror
178602,1536665312,"[36452, 31556]",The Nightmare Chronicles,350,en,2017,3.76,Horror
178603,1543660606,"[36459, 36460]",Dark Warrior's Legacy,350,en,2017,4.34,Horror
178604,1511305754,"[36472, 15418]",The Faithful,350,en,2015,3.92,Horror
178605,1501227297,"[32034, 30522, 31314, 31799]",Ex-Isle,350,en,2016,3.97,Horror
178606,1455878480,"[31364, 36536, 36537, 36538]",The Dead Man : Face of Evil / Ring of Knives / Heaven in Hell,350,en,2012,3.44,Horror
178607,1501994417,[36554],The 49th Mystic,350,en,2018,4.26,Horror
178608,1511331836,"[36563, 30513]",The Diabolist,350,en,2015,3.99,Horror
178609,1522601147,"[36599, 36600]",Blood Red,350,en,2016,3.75,Horror
178610,1522602836,"[36606, 23146]",The Reawakening,350,en,2016,3.46,Horror
178611,1978681682,"[31314, 36631]",The Hole,350,en,2020,2.94,Horror
178612,1978682034,"[36632, 33561]",Eutopia : A Novel of Terrible Optimism,350,en,2020,3.34,Horror
178613,1978681747,"[32417, 36634]",Vampire Thrall,350,en,2020,3.65,Horror
178614,1713507447,"[36637, 30513]",Coffins,350,en,2020,3.39,Horror
178615,1982674318,"[19808, 241]",Great Classic Vampire Stories Lib/E : Seven Chilling Tales,350,en,2019,4.5,Horror
178616,1501246321,"[36027, 31761]",In the Dark of the Night,350,en,2015,3.88,Horror
178617,1501233440,[36027],Nightshade,350,en,2015,3.74,Horror
178618,1543661785,"[36148, 36808]",Devil's Call,350,en,2017,3.78,Horror
178619,1094095052,"[36839, 36840]",The Cthulhu Casebooks: Sherlock Holmes and the Sussex Sea-Devils,350,en,2020,,Horror
178620,1662005938,[36845],Fallen King,350,en,2020,,Horror
178621,1662005970,[36845],Fallen King,350,en,2020,,Horror
178622,166201306X,[33916],Ghost Ups Her Game,350,en,2020,5.0,Horror
178623,1469292572,"[30915, 36027]",Darkness,350,en,2014,3.94,Horror
178624,1511387017,"[31964, 33684]",Midnight,350,en,2016,3.82,Horror
178625,1721345647,"[36166, 32817]",314,350,en,2019,,Horror
178626,1799752232,"[32000, 36891]",The Tchaikovsky Finale,350,en,2019,4.25,Horror
178627,1799753565,"[32699, 36046]",The Undead,350,en,2019,5.0,Horror
178628,1501217933,"[36537, 36894]",A Density of Souls,350,en,2014,3.9,Horror
178629,1978667086,"[36901, 31323]",Magic and the Modern Girl,350,en,2019,3.85,Horror
178630,1480569399,"[30522, 31799]",Ex-Purgatory,350,en,2014,3.97,Horror
178631,1501256467,"[36946, 30733]",The Playground,350,en,2015,3.68,Horror
178632,1978637063,"[36953, 36954]",Timberman Werebear,350,en,2018,4.3,Horror
178633,1978616651,"[30932, 36956]",Black Goat Blues,350,en,2018,3.73,Horror
178634,1978642911,"[31102, 36892]",Summer Reign,350,en,2018,4.5,Horror
178635,1721371710,"[35866, 30779, 31352, 31021, 31511]",The Church,350,en,2018,4.28,Horror
178636,1531804799,"[37032, 36166]",Deadlocked 4,350,en,2016,4.16,Horror
178637,1662013248,[37054],One for the Books,350,en,2020,3.25,Horror
178638,1531826369,"[37059, 36829]",Gray Bishop,350,en,2016,4.05,Horror
178639,1511399252,"[37133, 37134]",Dead Living,350,en,2016,4.08,Horror
178640,1455855294,"[31964, 31326]",The Mask,350,en,2012,3.79,Horror
178641,1441856609,"[6346, 36027]",The Unwanted,350,en,2010,3.86,Horror
178642,1536632597,"[37239, 37240]",Gulf,350,en,2017,3.77,Horror
178643,1543699286,"[37241, 31281]",The Keeper,350,en,2018,4.44,Horror
178644,1690589582,[24072],The Rats in the Walls,350,en,2020,,Horror
178645,1978680791,"[31750, 37252]",The Colony,350,en,2020,3.29,Horror
178646,1978632452,"[37256, 37257]",Mine,350,en,2018,3.89,Horror
178647,1721383786,"[36778, 37278]",Dark Light,350,en,2019,4.37,Horror
178648,1491516380,"[33684, 22175]",Midnight,350,en,2014,3.82,Horror
178649,1564590003,[41719],A Strange Story,350,en,1997,2.16,Horror
178650,1450050077,[41723],The Books of James C. Patch : Returning,350,en,2010,5.0,Horror
178651,1777012317,"[23989, 42549]",Red Tide : Dangerous Waters,350,en,2019,,Horror
178652,817319123,"[42754, 42755, 42756]","Jeffrey's Latest 13 : More Alabama Ghosts, Commemorative Edition",350,en,2016,4.29,Horror
178653,380805189,[7012],999 : Twenty-Nine Original Tales of Horror and Suspense,2624,en,2001,3.84,Horror
178654,1479442224,[9699],Weirdbook Annual #2 : Cthulhu,2624,en,2019,5.0,Horror
178655,046917028X,[9740],Hieroglyphics,2624,en,2019,3.74,Horror
178656,1982150777,[21987],Pet Sematary,2624,en,2020,,Horror
178657,1760851574,[22062],Tidelands,2624,,2020,,Horror
178658,1607065169,"[22064, 22065, 22066]",'68 Volume 1: Better Run Through the Jungle,2624,en,2012,3.75,Horror
178659,1607066696,"[22064, 22065, 22066]",'68 Volume 2: Scars,2624,en,2013,3.88,Horror
178660,553841211,[22175],77 Shadow Street,2624,en,2012,3.32,Horror
178661,1481494961,[22365],"A Longer Fall, Volume 2",2624,en,2020,4.03,Horror
178662,553593064,[22175],77 Shadow Street,2624,en,2012,3.32,Horror
178663,1933747250,[22397],The Best Werewolf Short Stories 1800-1849 : A Classic Werewolf Anthology,2624,en,2010,3.8,Horror
178664,1927477964,[22401],Wyvern's Prince,2624,en,2018,4.1,Horror
178665,060640371X,"[22402, 21987]",The Green Mile : The Complete Serial Novel,2624,en,2017,4.44,Horror
178666,747248397,[22175],Strange Highways : A masterful collection of chilling short stories,2624,en,1996,3.85,Horror
178667,1096749394,[3778],The Black Cat : Annotated,2624,en,2019,4.05,Horror
178668,1988091195,[22417],Bad People : Four terrifying short novels of suspense,2624,en,2018,4.04,Horror
178669,1950435660,"[22422, 22423, 22424]",The House of the Seven Gables : Illustrated Classic,2624,en,2019,3.45,Horror
178670,1999338464,[22425],The Devil's Gate,2624,en,2019,4.52,Horror
178671,1406852058,"[22426, 22427]",The Man-Wolf and Other Tales,2624,en,2009,3.42,Horror
178672,1913038076,[22431],Tales of New Mexico,2624,en,2017,,Horror
178673,1734656301,[22447],The Catalyst,2624,en,2020,5.0,Horror
178674,1982108843,[22477],Magic Lessons : The Prequel to Practical Magic,2624,en,2020,4.48,Horror
178675,1839641673,[22487],The House on the Borderland,2624,en,2020,3.65,Horror
178676,1950305422,[22496],The Bone Weaver's Orchard,2624,en,2019,4.14,Horror
178677,1680922467,[1330],The Picture of Dorian Gray,2624,en,2019,4.07,Horror
178678,1481274708,[22528],Any Witch Way You Can,2624,en,2013,4.02,Horror
178679,473413809,[22531],Masked,2624,en,2017,4.31,Horror
178680,1448643759,[9740],The Hill of Dreams,2624,en,2009,3.89,Horror
178681,072788896X,[22549],Music Macabre,2624,en,2019,4.12,Horror
178682,1773840819,[22575],Dragon Point : Collection Two: Books 4 - 6,2624,en,2019,,Horror
178683,9492824051,[22577],"Death's Avenger : The Malykant Mysteries, Volume 2",2624,en,2018,4.26,Horror
178684,1532796269,[22624],"True Ghost Stories : True Ghost Stories Of Terrifying Paranormal Activity, Haunted Houses And Spooky Places From Around The World",2624,en,2016,3.72,Horror
178685,1660562775,"[22628, 22629]",The Girl Who Cried Captive,2624,en,2020,4.61,Horror
178686,1075655366,"[22630, 22631]",His Innocent Mate,2624,en,2019,3.96,Horror
178687,1788637380,[22653],Relics,2624,,2020,,Horror
178688,1949102262,[22654],Best of Jules de Grandin : 20 Classic Occult Detective Stories,2624,en,2020,4.0,Horror
178689,152411197X,"[22655, 22656]",ELVIRA: The Shape of Elvira,2624,en,2020,3.09,Horror
178690,1733069194,[22659],A Demon Bound,2624,en,2020,,Horror
178691,1635760860,[22660],Everwylde,2624,en,2018,4.31,Horror
178692,1250767024,[22666],Ring Shout,2624,en,2020,4.63,Horror
178693,9925764580,[22667],Darklight 3 : Darkworld,2624,en,2019,4.0,Horror
178694,1080164731,[22680],Mal nacido,2624,es,2019,4.53,Horror
178695,1614980667,[22714],The Witch of the Wood,2624,en,2014,3.77,Horror
178696,800729781,[22724],The 49th Mystic,2624,en,2018,4.26,Horror
178697,1632151723,"[22066, 22726, 22065, 22064, 22727, 22728]",'68 Volume 4: Rule of War,2624,en,2015,3.84,Horror
178698,1942712022,[22738],White City,2624,en,2015,4.42,Horror
178699,9385755153,[22740],"East of Suez : Stories of Love, Betrayal and Haunting from the Raj",2624,en,2015,3.8,Horror
178700,988556952,[22765],Mistresses of the Macabre,2624,en,2013,4.44,Horror
178701,1508815585,[22766],2389,2624,en,2015,3.5,Horror
178702,1948700190,[22773],Ghosts Are Just Strangers Who Know How to Knock,2624,en,2019,4.84,Horror
178703,1611949823,[22777],Faerie Forged,2624,en,2020,4.3,Horror
178704,1789090369,"[22778, 8432, 8917, 22779, 22780]",Hex Life: Wicked New Tales of Witchery,2624,en,2020,3.68,Horror
178705,1989096395,[22781],Cruel Magic,2624,en,2019,3.93,Horror
178706,1787583732,[22785],The Influence,2624,en,2019,3.58,Horror
178707,1493772147,"[22786, 7190]",A Christmas Carol : In Prose. Being a Ghost Story of Christmas. Wounded Warrior Edition,2624,en,1843,4.05,Horror
178708,099376469X,[22417],The Catacombs,2624,en,2015,3.92,Horror
178709,1795158506,[22788],El Conflicto En La Esfera Espiritual,2624,es,2019,5.0,Horror
178710,486843513,[22789],Strange Life of Ivan Osokin,2624,en,2020,3.96,Horror
178711,1598184369,[22799],Prince Zaleski,2624,en,2005,3.02,Horror
178712,1838047301,"[22800, 22801, 22802]",The Testament of Magdalen Blair : A scary story perfect for those long dark nights,2624,en,2020,,Horror
178713,1795871806,[22788],Desenmascarando aun mas.,2624,es,2019,,Horror
178714,3982127017,"[22803, 22804]",The Dark Book of Gwenna Luna : Six Dreams of the Supernatural,2624,en,2019,4.45,Horror
178715,1618271768,"[22808, 22809, 22810]",The Best of Spicy Mystery Volume 2,2624,en,2015,3.75,Horror
178716,1445606941,[22814],The 100 Best British Ghost Stories,2624,en,2012,3.1,Horror
178717,692567933,"[22815, 22816, 22817]",Not Your Average Monster : A Bestiary of Horrors,2624,en,2015,4.18,Horror
178718,1889186759,[22821],Dread in the Beast,2624,en,2011,3.95,Horror
178719,1889186988,[22832],Witch Water,2624,en,2012,3.73,Horror
178720,778360946,[22839],Seeing Darkness,2624,en,2020,4.41,Horror
178721,996283129,[22841],Santa Took Them,2624,en,2015,3.8,Horror
178722,1518885918,[1614],El Huesped De Dracula,2624,es,2015,,Horror
178723,727887416,[22549],Chord of Evil,2624,en,2017,3.96,Horror
178724,1975911296,"[22863, 22864, 22865]",Masters of Horror : A Horror Anthology,2624,en,2017,3.5,Horror
178725,1611949416,[22777],A Drop of Magic,2624,en,2019,,Horror
178726,1951510429,[22871],Signalz,2624,en,2020,5.0,Horror
178727,879724560,[22875],Suspense,2624,en,1989,4.5,Horror
178728,1722158131,[22876],Captured by Fae : Mmf Paranormal Romance (Magical Mayhem M nage Book 1),2624,en,2018,,Horror
178729,765308371,[22922],7 Steps to Midnight,2624,en,2003,3.47,Horror
178730,173109731X,[22928],21st-Century Horror : Weird Fiction at the Turn of the Millennium,2624,en,2018,2.9,Horror
178731,312605846,[22779],21st Century Dead : A Zombie Anthology,2624,en,2012,3.44,Horror
178732,1632156253,"[22974, 22064, 22726, 22066]",'68 Volume 5: Homefront,2624,en,2016,3.36,Horror
178733,1847517625,[22549],Death Notes,2624,en,2018,3.87,Horror
178734,1479195014,[3778],"The 10 Creepiest Edgar Allan Poe Stories (featuring The Raven, The Tell Tale Heart, The Cask of Amontillado, The Murders in the Rue Morgue and more!)",2624,en,2012,4.29,Horror
178735,1501120603,[21987],11/22/63,2624,en,2016,4.31,Horror
178736,613576853,[7707],Relic,2624,en,2003,4.02,Horror
178737,999250345,[23042],The Experiments,2624,en,2019,4.52,Horror
178738,1534300309,"[22064, 22065, 22066, 22728]",'68 Volume 6: Last Rites,2624,en,2017,3.83,Horror
178739,857504312,[23061],The Shape of Night,2624,en,2020,3.51,Horror
178740,1684053099,[22892],30 Days Of Night (2018),2624,en,2018,2.92,Horror
178741,1935006088,"[23091, 23092]",1000 Mettle Folds : Cut 1 the Fall,2624,en,2011,3.33,Horror
178742,1939062446,[23099],If I Die Before I Wake,2624,en,2015,3.88,Horror
178743,099684564X,[23134],The 9th Demon : Time of the Cross,2624,en,2018,,Horror
178744,999665677,"[23183, 23184]",13 Miller's Court,2624,en,2018,4.83,Horror
178745,1848681208,[23187],Christmas Ghost Stories,2624,en,2009,3.75,Horror
178746,1712582747,[22487],The Boats of the Glen Carrig,2624,en,2019,,Horror
178747,1935548123,"[23200, 23201]",3 Strange Tales,2624,en,2013,3.37,Horror
178748,615590985,"[23269, 23270, 23271]",3 Years After... Book 2. Mission : North Korea,2624,en,2012,3.6,Horror
178749,1335919961,[23304],Blood and Blade : Goddess with a Blade,2624,,2020,4.35,Horror
178750,1512245062,[23313],15 Horror Urban Legends,2624,en,2015,,Horror
178751,897333985,"[23319, 23320]",4 Classic Ghostly Tales,2624,en,2005,4.6,Horror
178752,425237184,[23364],The Sword,2624,en,2010,3.9,Horror
178753,957392710,"[23374, 23375, 23376, 23377, 23378, 23379, 23380, 23381, 23382, 23383]",The 13 Ghosts of Christmas 2012 : Spectral Christmas Ghost Story Annual,2624,en,2012,4.0,Horror
178754,955915643,"[3778, 23384]",The Dupin Mysteries,2624,en,2010,3.5,Horror
178755,838169020X,[21987],17 podniebnych koszmarow,2624,pl,2019,3.49,Horror
178756,1933664002,"[23883, 23884]",The Aluria Chronicles,2624,en,2006,3.02,Horror
178757,995976678,"[23988, 23989, 23990]",The 12 Terrors of Christmas : A Christmas Horror Anthology,2624,en,2017,4.33,Horror
178758,1524119407,"[24018, 24019]",Vampirella: Seduction of The Innocent Vol. 2,2624,en,2020,,Horror
178759,1907846875,[22865],Spawn of the Slime Beast,2624,en,2015,3.77,Horror
178760,1529111285,[24031],Things We Say in the Dark,2624,en,2020,4.05,Horror
178761,615256287,[24032],A Blackwood Omnibus,2624,en,2015,3.0,Horror
178762,1587677857,[24033],The Bank,2624,en,2020,3.87,Horror
178763,525657150,[24042],My Mother's House : A novel,2624,en,2020,3.59,Horror
178764,178565859X,[24043],Night Train,2624,en,2020,3.62,Horror
178765,1387898035,[24044],Dark Nightmares Of A Lost Soul,2624,en,2018,,Horror
178766,172221094X,[24045],Claimed by Fae : MMF Paranormal Romance (Magical Mayhem Menage Book 2),2624,en,2018,,Horror
178767,194140880X,[24049],Ladies' Night,2624,en,2016,3.4,Horror
178768,578615738,[24050],Dark Poetry : A Book of Poems from Dark Places,2624,en,2019,,Horror
178769,1945863501,[24051],Lake of Darkness,2624,en,2020,4.3,Horror
178770,1335081895,[24052],Just One Bite,2624,en,2020,4.08,Horror
178771,1952198003,[24053],The House Without a Summer : A Novel of Gothic Horror,2624,en,2020,4.0,Horror
178772,1683902440,"[24054, 24055]",Flame and Crimson : A History of Sword-and-Sorcery,2624,en,2020,4.6,Horror
178773,1950912043,"[24056, 24057, 24058]",Vampire State Building,2624,en,2020,,Horror
178774,1614982422,"[24059, 22928, 24060]",Clark Ashton Smith : A Comprehensive Bibliography,2624,en,2020,,Horror
178775,1682813673,[24062],Drakon's Promise,2624,en,2016,4.02,Horror
178776,1949491005,[24063],That Which Grows Wild : 16 Tales of Dark Fiction,2624,en,2018,4.16,Horror
178777,1479417726,[24064],The Blood of the Vampire,2624,en,2018,3.75,Horror
178778,1949090329,[24065],Midnight Desire,2624,en,2019,4.45,Horror
178779,1988091233,[22417],Mountain of the Dead,2624,en,2018,4.07,Horror
178780,1986635279,[24067],Orbs III : Redemption,2624,en,2018,4.12,Horror
178781,8379642244,[24068],Seria z Mercedes Thompson Tom 2 Wiezy krwi,2624,pl,2017,4.31,Horror
178782,1944703330,[22821],Guises,2624,en,2017,4.22,Horror
178783,1540410099,[24069],The Storm,2624,en,2015,5.0,Horror
178784,1515424251,[24071],The Most Dangerous Game,2624,en,2018,3.92,Horror
178785,1609423399,[24072],The Shadow Over Innsmouth,2624,en,2017,,Horror
178786,606412190,[21987],Different Seasons : Four Novellas,2624,en,2016,4.35,Horror
178787,1548888656,[24073],The Mysteries of Udolpho,2624,en,2017,3.38,Horror
178788,1538752166,"[24075, 24076]",The Hollow Ones,2624,en,2020,3.38,Horror
178789,1621050238,"[24084, 24085]",Hero,2624,en,2012,3.75,Horror
178790,1324002891,[24086],36 Righteous Men : A Novel,2624,en,2019,3.22,Horror
178791,1535372648,[24103],El Libro Negro De Alsophocus,2624,es,2016,4.0,Horror
178792,1925491315,[24104],Clash of Storms,2624,en,2019,4.06,Horror
178793,1773840835,[22575],Furry United Coalition #2 : Books 4 - 6,2624,en,2019,,Horror
178794,1540725324,"[24107, 24108, 24109]",Blue Plague : Hope,2624,en,2016,4.76,Horror
178795,989901831,[20033],100 Days in Deadland,2624,en,2013,4.07,Horror
178796,1687397902,[24119],Immortal Hexes,2624,en,2019,4.17,Horror
178797,1950435997,"[1757, 24121]",The Illustrated Strange Case of Dr. Jekyll and Mr. Hyde : 100th Anniversary Edition,2624,en,2020,3.81,Horror
178798,1793102570,[22680],La codicia del pescador : Un eco de BAJO NUESTROS PIES (SPANISH EDITION),2624,es,2019,4.7,Horror
178799,1727490541,"[24127, 24128, 24129]",The House of Nodens,2624,en,2018,3.98,Horror
178800,1951607031,[24141],Storm & Shield,2624,en,2020,4.61,Horror
178801,1781088160,[24142],Zombie Army: Fortress of the Dead,2624,en,2020,,Horror
178802,1548279765,[24149],Freaking Purrfect (BBW Paranormal Shapeshifter Romance),2624,en,2017,4.29,Horror
178803,1592241689,"[22654, 24170, 24171]",Far Below and Other Horrors from the Pulps,2624,en,2003,3.76,Horror
178804,192747793X,[22401],Wyvern's Mate,2624,en,2018,3.62,Horror
178805,1632158671,"[24198, 21965, 21847, 24199]",3 Floyds: Alpha King,2624,en,2018,2.25,Horror
178806,1732644020,"[24215, 24216]",Aftermath of an Industrial Accident : Stories,2624,en,2020,,Horror
178807,1927477999,[22401],Wyvern's Warrior,2624,en,2018,4.2,Horror
178808,1999751264,[24245],Don't Smell The Flowers! They Want To Steal Your Bones!,2624,en,2020,4.4,Horror
178809,1950305260,[24249],The Best of Both Worlds,2624,en,2020,5.0,Horror
178810,1912700964,"[24250, 24251]",King Kong of Skull Island: 1 : Exodus,2624,en,2020,,Horror
178811,440322278,"[24254, 3778, 24255]",18 Best Stories,2624,en,1983,4.01,Horror
178812,1912700980,"[24250, 24251]",King Kong of Skull Island: 2 : The Wall,2624,en,2020,,Horror
178813,1646090756,"[24259, 24260]",NieR : Automata - YoRHa Boys,2624,en,2020,,Horror
178814,1447294610,[24326],'48,2624,en,2017,3.75,Horror
178815,749954418,[23576],23 Hours : Number 4 in series,2624,en,2011,3.91,Horror
178816,749954310,[23576],99 Coffins : Number 2 in series,2624,en,2011,3.79,Horror
178817,575099607,[9677],Frankenstein,2624,en,2013,3.79,Horror
178818,1977723446,[24366],From Darkness,2624,en,2017,4.31,Horror
178819,7452985,[22175],77 Shadow Street,2624,en,2012,3.32,Horror
178820,161377480X,"[23568, 22892]","30 Days Of Night Omnibus, Vol. 2",2624,en,2012,3.3,Horror
178821,6476007,[24326],'48,2624,en,1997,3.75,Horror
178822,178240130X,"[24431, 24432]","10,000 Ghost Stories : Create Over 10,000 Ghosts and 10,000 Stories",2624,en,2014,3.0,Horror
178823,552996459,[24436],The Wrong Boy,2624,en,2001,4.15,Horror
178824,61147982,[24494],20th Century Ghosts,2624,en,2008,3.94,Horror
178825,575085002,[24510],Retromancer,2624,en,2011,3.69,Horror
178826,1982136073,[21987],1922,2624,en,2019,3.93,Horror
178827,1613770405,[22892],"30 Days Of Night Omnibus, Vol. 1",2624,en,2016,3.79,Horror
178828,1760851566,[22062],Tidelands,2624,,2019,3.78,Horror
178829,149267012X,[24710],The 7 1/2 Deaths of Evelyn Hardcastle,2624,en,2019,3.9,Horror
178830,575083085,[24494],20th Century Ghosts,2624,en,2008,3.94,Horror
178831,014139434X,"[23, 24742, 24743]",The 120 Days of Sodom,2624,en,2017,3.11,Horror
178832,1705229921,"[30828, 30829]",Broken Dawn,2624,en,2020,,Horror
178833,1522663711,"[30916, 30917]",3 Gates of the Dead,2624,en,2016,3.87,Horror
178834,1799768929,"[30732, 30731]","Peace, Blood, and Understanding",2624,en,2020,4.12,Horror
178835,1629235709,"[31277, 31278]",Witchcraft,2624,en,2014,3.18,Horror
178836,1094109282,"[19808, 241, 31468, 19529, 31469, 31470, 31471, 31472, 31473, 31474]",More Deadly Than the Male : Masterpieces from the Queens of Horror,2624,en,2020,,Horror
178837,1982585285,"[31524, 31525, 31526, 31527, 31528, 31529, 31530, 31531, 31532, 31533]","11th Hour Audio Productions Audio Anthology, Vol. 1 : 11 Tales to Terrify",2624,en,2018,,Horror
178838,1536627984,"[32889, 30698, 32890]",The Romeo Catchers,2624,en,2017,4.34,Horror
178839,1978636709,"[33629, 33630, 32996]",Beyond Borders,2624,en,2018,4.52,Horror
178840,1662013027,[33916],Ghost Ups Her Game,2624,en,2020,5.0,Horror
178841,1531818684,"[31236, 34587]",Shadow Dancers,2624,en,2016,3.28,Horror
178842,1511386916,"[31964, 30513]",77 Shadow Street,2624,en,2016,3.32,Horror
178843,1721357661,"[32598, 35792]",Dark Embrace,2624,en,2018,3.87,Horror
178844,1721359052,"[31019, 30732, 35801]",Tallulah's Temptation,2624,en,2018,3.87,Horror
178845,1531883966,[35859],The Work of the Devil,2624,en,2016,3.32,Horror
178846,1543627528,"[32939, 35880, 35881]",The Relentless Warrior,2624,en,2017,4.2,Horror
178847,1982585307,"[31524, 31525, 31526, 31527, 31528, 31529, 31530, 31531, 31532, 31533]","11th Hour Audio Productions Audio Anthology, Vol. 1 : 11 Tales to Terrify",2624,en,2018,,Horror
178848,1536667722,"[30781, 36027]",When the Wind Blows,2624,en,2017,3.85,Horror
178849,152260426X,[36038],The Salem Branch,2624,en,2016,3.59,Horror
178850,1543644236,"[32699, 36046]",The Undead,2624,en,2017,4.61,Horror
178851,1501264028,"[30522, 31799]",Ex-Purgatory : A Novel,2624,en,2015,3.97,Horror
178852,1522632409,"[36155, 30732]",Dead If I Do,2624,en,2016,3.88,Horror
178853,1094109304,"[19808, 241, 31468, 19529, 31469, 31470, 31471, 31472, 31473, 31474]",More Deadly Than the Male : Masterpieces from the Queens of Horror,2624,en,2020,,Horror
178854,149159943X,"[36160, 31380]",Exodus,2624,en,2015,3.87,Horror
178855,1978665881,"[36164, 36165]",900 Minutes,2624,en,2019,3.9,Horror
178856,1721344829,"[36166, 32817]",314,2624,en,2019,,Horror
178857,1501266373,"[31169, 34534]",The Visitant : A Venetian Ghost Story,2624,en,2015,3.7,Horror
178858,1511395141,"[36291, 32548]",Bedbugs,2624,en,2016,3.39,Horror
178859,154910683X,[36328],The Invention of Sound Lib/E,2624,en,2020,,Horror
178860,1522680160,"[36338, 36339]",The Loveliest Dead,2624,en,2016,3.84,Horror
178861,1536642924,"[33939, 33940]",Printer's Devil Court,2624,en,2017,3.19,Horror
178862,1491592206,"[36398, 31473]",Crimes Against Magic,2624,en,2015,4.03,Horror
178863,1543699316,"[36426, 36427]",Los Ojos Del Centinela / the Eyes of the Sentinel,2624,es,2018,,Horror
178864,1522668802,"[36166, 32817]",314,2624,en,2016,3.53,Horror
178865,1536665312,"[36452, 31556]",The Nightmare Chronicles,2624,en,2017,3.76,Horror
178866,1543660606,"[36459, 36460]",Dark Warrior's Legacy,2624,en,2017,4.34,Horror
178867,1511305754,"[36472, 15418]",The Faithful,2624,en,2015,3.92,Horror
178868,1501227297,"[32034, 30522, 31314, 31799]",Ex-Isle,2624,en,2016,3.97,Horror
178869,1455878480,"[31364, 36536, 36537, 36538]",The Dead Man : Face of Evil / Ring of Knives / Heaven in Hell,2624,en,2012,3.44,Horror
178870,1501994417,[36554],The 49th Mystic,2624,en,2018,4.26,Horror
178871,1511331836,"[36563, 30513]",The Diabolist,2624,en,2015,3.99,Horror
178872,1522601147,"[36599, 36600]",Blood Red,2624,en,2016,3.75,Horror
178873,1522602836,"[36606, 23146]",The Reawakening,2624,en,2016,3.46,Horror
178874,1978681682,"[31314, 36631]",The Hole,2624,en,2020,2.94,Horror
178875,1978682034,"[36632, 33561]",Eutopia : A Novel of Terrible Optimism,2624,en,2020,3.34,Horror
178876,1978681747,"[32417, 36634]",Vampire Thrall,2624,en,2020,3.65,Horror
178877,1713507447,"[36637, 30513]",Coffins,2624,en,2020,3.39,Horror
178878,1982674318,"[19808, 241]",Great Classic Vampire Stories Lib/E : Seven Chilling Tales,2624,en,2019,4.5,Horror
178879,1501246321,"[36027, 31761]",In the Dark of the Night,2624,en,2015,3.88,Horror
178880,1501233440,[36027],Nightshade,2624,en,2015,3.74,Horror
178881,1543661785,"[36148, 36808]",Devil's Call,2624,en,2017,3.78,Horror
178882,1094095052,"[36839, 36840]",The Cthulhu Casebooks: Sherlock Holmes and the Sussex Sea-Devils,2624,en,2020,,Horror
178883,1662005938,[36845],Fallen King,2624,en,2020,,Horror
178884,1662005970,[36845],Fallen King,2624,en,2020,,Horror
178885,166201306X,[33916],Ghost Ups Her Game,2624,en,2020,5.0,Horror
178886,1469292572,"[30915, 36027]",Darkness,2624,en,2014,3.94,Horror
178887,1511387017,"[31964, 33684]",Midnight,2624,en,2016,3.82,Horror
178888,1721345647,"[36166, 32817]",314,2624,en,2019,,Horror
178889,1799752232,"[32000, 36891]",The Tchaikovsky Finale,2624,en,2019,4.25,Horror
178890,1799753565,"[32699, 36046]",The Undead,2624,en,2019,5.0,Horror
178891,1501217933,"[36537, 36894]",A Density of Souls,2624,en,2014,3.9,Horror
178892,1978667086,"[36901, 31323]",Magic and the Modern Girl,2624,en,2019,3.85,Horror
178893,1480569399,"[30522, 31799]",Ex-Purgatory,2624,en,2014,3.97,Horror
178894,1501256467,"[36946, 30733]",The Playground,2624,en,2015,3.68,Horror
178895,1978637063,"[36953, 36954]",Timberman Werebear,2624,en,2018,4.3,Horror
178896,1978616651,"[30932, 36956]",Black Goat Blues,2624,en,2018,3.73,Horror
178897,1978642911,"[31102, 36892]",Summer Reign,2624,en,2018,4.5,Horror
178898,1721371710,"[35866, 30779, 31352, 31021, 31511]",The Church,2624,en,2018,4.28,Horror
178899,1531804799,"[37032, 36166]",Deadlocked 4,2624,en,2016,4.16,Horror
178900,1662013248,[37054],One for the Books,2624,en,2020,3.25,Horror
178901,1531826369,"[37059, 36829]",Gray Bishop,2624,en,2016,4.05,Horror
178902,1511399252,"[37133, 37134]",Dead Living,2624,en,2016,4.08,Horror
178903,1455855294,"[31964, 31326]",The Mask,2624,en,2012,3.79,Horror
178904,1441856609,"[6346, 36027]",The Unwanted,2624,en,2010,3.86,Horror
178905,1536632597,"[37239, 37240]",Gulf,2624,en,2017,3.77,Horror
178906,1543699286,"[37241, 31281]",The Keeper,2624,en,2018,4.44,Horror
178907,1690589582,[24072],The Rats in the Walls,2624,en,2020,,Horror
178908,1978680791,"[31750, 37252]",The Colony,2624,en,2020,3.29,Horror
178909,1978632452,"[37256, 37257]",Mine,2624,en,2018,3.89,Horror
178910,1721383786,"[36778, 37278]",Dark Light,2624,en,2019,4.37,Horror
178911,1491516380,"[33684, 22175]",Midnight,2624,en,2014,3.82,Horror
178912,1564590003,[41719],A Strange Story,2624,en,1997,2.16,Horror
178913,1450050077,[41723],The Books of James C. Patch : Returning,2624,en,2010,5.0,Horror
178914,1777012317,"[23989, 42549]",Red Tide : Dangerous Waters,2624,en,2019,,Horror
